                              yr,doy,gpp_d,NPP_d,Rh_d,NEE_d,Precp,Evap,Transp,Runoff,SoilW,N_up,N_fix_d,N_dep_d,N_leach_d,N_vol_d,N_def,Q_L,Q_W,Q_R,Q_fine,Q_coarse,Q_M,Q_S,Q_P,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSC,NSN
  1998,    360.,      0.0000,      0.0000,      1.9420,     -3.1357,      0.0000,      0.1083,      0.0243,      0.0000,      0.3633,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    287.4100,  15904.9424,    435.8013,    236.6965,   1152.0421,    117.9004,   9917.4180,    901.5136,      5.7482,     45.3983,      7.2634,      5.9168,      3.8401,     10.4899,    574.3759,     75.1261,      0.0338,     32.8317,      6.1723,
  1998,    361.,      0.7353,      0.0000,      1.8863,     -2.2687,      0.0000,      0.1866,      0.1425,      0.0000,      0.3631,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    286.9518,  15903.0205,    434.3113,    237.6002,   1153.0497,    117.9851,   9917.4121,    901.5142,      5.7390,     45.3928,      7.2385,      5.9394,      3.8435,     10.5083,    574.3788,     75.1261,      0.0328,     32.4493,      6.1723,
  1998,    362.,      1.4581,      0.5197,      1.9299,     -1.7637,      1.4000,      0.2632,      0.2939,      0.0000,      0.3636,      0.0061,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    286.5989,  15901.3057,    433.0340,    238.4709,   1154.0341,    118.0732,   9917.4033,    901.5147,      5.7320,     45.3879,      7.2172,      5.9612,      3.8467,     10.5211,    574.3818,     75.1262,      0.0319,     32.0958,      6.1723,
  1998,    363.,      0.0000,      0.0000,      2.0017,     -3.0260,      2.0000,      0.1195,      0.0079,      0.0000,      0.3649,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    286.1449,  15899.3838,    431.5535,    239.2918,   1154.9843,    118.1660,   9917.3848,    901.5153,      5.7229,     45.3824,      7.1926,      5.9817,      3.8499,     10.5372,    574.3848,     75.1262,      0.0349,     31.0714,      6.1723,
  1998,    364.,      0.2766,      0.0000,      1.9845,     -2.7509,      0.0000,      0.2503,      0.2483,      0.0000,      0.3645,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    285.6917,  15897.4619,    430.0780,    240.1140,   1155.9430,    118.2593,   9917.3662,    901.5162,      5.7138,     45.3769,      7.1680,      6.0022,      3.8531,     10.5566,    574.3879,     75.1263,      0.0344,     30.3049,      6.1723,
  1998,    365.,      0.9885,      0.0000,      1.8764,     -1.9610,      0.0000,      0.2543,      0.3388,      0.0000,      0.3642,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    285.2384,  15895.5400,    428.6075,    240.9891,   1156.9543,    118.3489,   9917.3643,    901.5164,      5.7048,     45.3714,      7.1435,      6.0241,      3.8565,     10.5756,    574.3914,     75.1264,      0.0328,     30.2203,      6.1723,
  1999,      1.,      0.9528,      3.2291,      1.8183,     -1.8418,      0.0000,      0.2625,      0.3254,      0.0000,      0.3638,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    284.7852,  15893.6182,    427.1420,    241.8894,   1157.9939,    118.4370,   9917.3447,    901.5177,      5.6957,     45.3659,      7.1190,      6.0466,      3.8599,     10.5933,    574.3946,     75.1264,      0.0317,     23.7386,      6.1723,
  1999,      2.,      0.0000,      2.5008,      1.7699,     -2.5423,     24.2000,      0.1340,      0.1133,      0.0000,      0.3797,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    284.3392,  15891.6963,    425.6815,    242.8022,   1159.0571,    118.5241,   9917.3389,    901.5184,      5.6868,     45.3604,      7.0947,      6.0695,      3.8635,     10.6105,    574.3978,     75.1265,      0.0304,     17.9645,      6.1723,
  1999,      3.,      0.0000,      1.9528,      1.7933,     -2.3587,     29.4000,      0.1227,      0.0385,      0.0000,      0.3992,      0.0008,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    283.9572,  15889.8008,    424.2525,    243.6438,   1160.1096,    118.6138,   9917.3262,    901.5197,      5.6791,     45.3550,      7.0709,      6.0905,      3.8670,     10.6251,    574.4010,     75.1266,      0.0316,     13.5597,      6.1723,
  1999,      4.,      0.0000,      1.4266,      1.7595,     -2.2193,      0.0000,      0.1950,      0.1996,      0.0000,      0.3990,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    283.5654,  15887.8789,    422.8020,    244.4937,   1161.1788,    118.7030,   9917.3184,    901.5209,      5.6713,     45.3495,      7.0467,      6.1118,      3.8706,     10.6424,    574.4043,     75.1267,      0.0303,     10.2468,      6.1723,
  1999,      5.,      0.1861,      1.0951,      1.6490,     -1.6795,      0.0000,      0.1733,      0.1797,      0.0000,      0.3987,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    283.1742,  15885.9570,    421.3564,    245.3990,   1162.3015,    118.7878,   9917.3115,    901.5223,      5.6635,     45.3440,      7.0226,      6.1344,      3.8743,     10.6590,    574.4069,     75.1268,      0.0284,      8.0262,      6.1723,
  1999,      6.,      0.5875,      0.8801,      1.5596,     -1.1452,      0.0000,      0.2464,      0.2951,      0.0000,      0.3984,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    282.7831,  15884.0352,    419.9157,    246.3476,   1163.4674,    118.8693,   9917.3086,    901.5223,      5.6557,     45.3385,      6.9986,      6.1581,      3.8782,     10.6739,    574.4086,     75.1268,      0.0270,      6.6803,      6.1723,
  1999,      7.,      1.8045,      0.9249,      1.6340,     -0.0882,      0.0000,      0.3457,      0.4973,      0.0000,      0.3978,      0.0016,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    282.4193,  15882.1689,    418.5352,    247.2472,   1164.5978,    118.9561,   9917.2988,    901.5234,      5.6484,     45.3332,      6.9756,      6.1806,      3.8820,     10.6856,    574.4113,     75.1269,      0.0281,      6.5145,      6.1723,
  1999,      8.,      0.0000,      0.6925,      1.7332,     -1.8153,      1.3000,      0.1306,      0.0554,      0.0000,      0.3985,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    282.0279,  15880.2471,    417.1042,    248.0830,   1165.6807,    119.0494,   9917.2969,    901.5246,      5.6406,     45.3277,      6.9517,      6.2015,      3.8856,     10.6994,    574.4150,     75.1270,      0.0303,      5.0474,      6.1723,
  1999,      9.,      3.4892,      0.8025,      1.8547,      1.4727,      0.5000,      0.2519,      0.2574,      0.0000,      0.3985,      0.0012,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    281.6594,  15878.3662,    415.7204,    248.8409,   1166.7051,    119.1504,   9917.2910,    901.5253,      5.6332,     45.3223,      6.9287,      6.2204,      3.8890,     10.7137,    574.4187,     75.1271,      0.0325,      6.8753,      6.1723,
  1999,     10.,      0.7208,      0.7657,      1.7912,     -1.1763,      0.0000,      0.2573,      0.3283,      0.0000,      0.3981,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    281.2698,  15876.4443,    414.2990,    249.6285,   1167.7581,    119.2488,   9917.2793,    901.5264,      5.6254,     45.3168,      6.9050,      6.2401,      3.8925,     10.7319,    574.4227,     75.1272,      0.0310,      5.9589,      6.1723,
  1999,     11.,      0.6653,      0.6669,      1.7345,     -1.1260,      0.0000,      0.3388,      0.4225,      0.0000,      0.3976,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    280.8801,  15874.5225,    412.8825,    250.4418,   1168.8383,    119.3452,   9917.2734,    901.5279,      5.6176,     45.3113,      6.8814,      6.2605,      3.8961,     10.7484,    574.4266,     75.1273,      0.0306,      5.2336,      6.1723,
  1999,     12.,      5.2267,      1.0781,      1.8277,      3.1039,      0.0000,      0.5239,      1.0902,      0.0000,      0.3966,      0.0035,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    280.5484,  15872.7168,    411.5877,    251.1955,   1169.8740,    119.4478,   9917.2715,    901.5284,      5.6110,     45.3062,      6.8598,      6.2793,      3.8995,     10.7620,    574.4305,     75.1273,      0.0309,      8.3015,      6.1723,
  1999,     13.,      6.6015,      1.7450,      1.9348,      4.0333,      0.7000,      0.4847,      1.0387,      0.0000,      0.3960,      0.0071,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    280.2775,  15871.0342,    410.4204,    251.8821,   1170.8586,    119.5572,   9917.2676,    901.5286,      5.6055,     45.3014,      6.8403,      6.2965,      3.9028,     10.7742,    574.4349,     75.1273,      0.0305,     11.3800,      6.1723,
  1999,     14.,      5.7809,      2.0061,      2.0901,      3.0079,      0.2000,      0.2992,      0.4850,      0.0000,      0.3956,      0.0070,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    280.0047,  15869.3486,    409.2541,    252.4745,   1171.7693,    119.6761,   9917.2666,    901.5291,      5.6001,     45.2965,      6.8209,      6.3113,      3.9059,     10.7839,    574.4394,     75.1274,      0.0349,     13.0592,      6.1723,
  1999,     15.,      1.5461,      1.6333,      2.1296,     -1.1044,     18.5000,      0.3255,      0.3900,     10.4392,      0.4005,      0.0023,      0.0000,      0.0064,      0.0016,      0.0002,      0.0000,    279.6597,  15867.5059,    407.9327,    253.0309,   1172.6616,    119.7976,   9917.2666,    901.5292,      5.5932,     45.2913,      6.7989,      6.3252,      3.9088,     10.7997,    574.4438,     75.1274,      0.0365,     11.0131,      6.1723,
  1999,     16.,      4.0585,      1.6429,      1.9961,      1.5238,      0.0000,      0.4289,      0.8007,      0.0000,      0.3997,      0.0037,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    279.3386,  15865.7090,    406.6639,    253.6584,   1173.6182,    119.9119,   9917.2627,    901.5298,      5.5868,     45.2861,      6.7777,      6.3409,      3.9120,     10.8181,    574.4484,     75.1275,      0.0342,     11.5623,      6.1723,
  1999,     17.,      4.7378,      1.9143,      2.0069,      2.0665,      2.2000,      0.3906,      0.7416,      0.0000,      0.4004,      0.0060,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    279.0550,  15863.9912,    405.4758,    254.2744,   1174.5693,    120.0274,   9917.2607,    901.5308,      5.5811,     45.2812,      6.7579,      6.3563,      3.9152,     10.8331,    574.4530,     75.1275,      0.0331,     12.3135,      6.1723,
  1999,     18.,      9.3611,      2.8891,      2.2607,      6.0524,     13.8000,      0.3720,      0.6984,     12.9229,      0.4003,      0.0142,      0.0000,      0.0064,      0.0019,      0.0002,      0.0000,    278.9130,  15862.5488,    404.5698,    254.7365,   1175.3997,    120.1578,   9917.2617,    901.5318,      5.5783,     45.2771,      6.7428,      6.3679,      3.9180,     10.8377,    574.4579,     75.1276,      0.0355,     16.0512,      6.1723,
  1999,     19.,      4.1332,      2.3442,      2.2238,      1.1530,      0.0000,      0.5151,      0.9295,      0.0000,      0.3993,      0.0058,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    278.6276,  15860.8232,    403.3828,    255.2163,   1176.2476,    120.2861,   9917.2627,    901.5325,      5.5726,     45.2722,      6.7230,      6.3798,      3.9208,     10.8533,    574.4630,     75.1277,      0.0372,     15.2309,      6.1723,
  1999,     20.,      6.4823,      2.4918,      2.1894,      3.4725,      0.0000,      0.5092,      1.0636,      0.0000,      0.3983,      0.0075,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    278.3698,  15859.1533,    402.2571,    255.7118,   1177.1123,    120.4125,   9917.2617,    901.5331,      5.5674,     45.2674,      6.7043,      6.3922,      3.9237,     10.8693,    574.4682,     75.1277,      0.0363,     16.5437,      6.1723,
  1999,     21.,      7.3258,      3.0243,      2.2394,      4.0403,      0.0000,      0.3678,      0.7186,      0.0000,      0.3976,      0.0117,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    278.1830,  15857.6299,    401.2793,    256.1743,   1177.9532,    120.5419,   9917.2617,    901.5340,      5.5637,     45.2630,      6.6880,      6.4038,      3.9265,     10.8832,    574.4733,     75.1278,      0.0339,     17.7694,      6.1723,
  1999,     22.,      7.2149,      3.7387,      2.3757,      3.4635,      0.0000,      0.2575,      0.3019,      0.0000,      0.3972,      0.0196,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    278.1290,  15856.3730,    400.5710,    256.5550,   1178.7292,    120.6789,   9917.2656,    901.5355,      5.5626,     45.2594,      6.6762,      6.4133,      3.9291,     10.8875,    574.4791,     75.1279,      0.0350,     17.7928,      6.1723,
  1999,     23.,     10.4513,      4.1147,      2.6182,      6.3379,     29.0000,      0.3972,      0.6919,     22.1775,      0.4010,      0.0216,      0.0000,      0.0064,      0.0036,      0.0002,      0.0000,    278.1097,  15855.1836,    399.9318,    256.7904,   1179.3893,    120.8294,   9917.2666,    901.5365,      5.5622,     45.2560,      6.6655,      6.4192,      3.9313,     10.8879,    574.4849,     75.1280,      0.0372,     20.3482,      6.1723,
  1999,     24.,      4.7273,      3.6224,      2.8568,      0.5961,     26.8000,      0.2335,      0.2239,     26.7024,      0.4008,      0.0161,      0.0000,      0.0064,      0.0044,      0.0003,      0.0000,    278.0007,  15853.8076,    399.1078,    256.8810,   1179.9341,    120.9920,   9917.2734,    901.5377,      5.5600,     45.2521,      6.6518,      6.4215,      3.9331,     10.8893,    574.4913,     75.1281,      0.0460,     17.9174,      6.1723,
  1999,     25.,      5.5307,      2.7885,      2.5947,      2.0076,      0.0000,      0.4512,      0.8669,      0.0000,      0.3999,      0.0081,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    277.7567,  15852.1621,    398.0181,    257.1209,   1180.6024,    121.1384,   9917.2773,    901.5387,      5.5551,     45.2474,      6.6336,      6.4275,      3.9353,     10.9123,    574.4972,     75.1282,      0.0430,     17.6306,      6.1723,
  1999,     26.,      2.8784,      2.2953,      2.4684,     -0.3107,      0.0000,      0.3754,      0.5878,      0.0000,      0.3992,      0.0037,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    277.4374,  15850.3682,    396.7838,    257.4308,   1181.3315,    121.2769,   9917.2930,    901.5400,      5.5487,     45.2423,      6.6131,      6.4352,      3.9377,     10.9351,    574.5031,     75.1283,      0.0428,     15.5146,      6.1723,
  1999,     27.,      5.6225,      2.7274,      2.3839,      2.2842,      0.0000,      0.3498,      0.6111,      0.0000,      0.3986,      0.0104,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    277.2317,  15848.8008,    395.7807,    257.7852,   1182.1013,    121.4102,   9917.3018,    901.5415,      5.5446,     45.2378,      6.5963,      6.4441,      3.9403,     10.9547,    574.5089,     75.1284,      0.0378,     15.6126,      6.1723,
  1999,     28.,      7.9835,      3.2835,      2.5357,      4.2742,      0.0000,      0.6554,      1.3825,      0.0000,      0.3972,      0.0159,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    277.1163,  15847.4180,    394.9643,    258.0490,   1182.7988,    121.5514,   9917.3135,    901.5426,      5.5423,     45.2338,      6.5827,      6.4507,      3.9426,     10.9645,    574.5151,     75.1285,      0.0392,     17.1992,      6.1723,
  1999,     29.,      7.2925,      3.4767,      2.6241,      3.4162,      0.0000,      0.5093,      1.0709,      0.0000,      0.3962,      0.0167,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    277.0138,  15846.0635,    394.1795,    258.2604,   1183.4543,    121.6966,   9917.3301,    901.5433,      5.5403,     45.2299,      6.5697,      6.4560,      3.9448,     10.9733,    574.5217,     75.1286,      0.0420,     17.7025,      6.1723,
  1999,     30.,      1.9051,      2.2931,      2.5509,     -1.3606,      0.0000,      0.3325,      0.4770,      0.0000,      0.3956,      0.0042,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    276.6988,  15844.2852,    392.9750,    258.5115,   1184.1450,    121.8369,   9917.3389,    901.5441,      5.5340,     45.2249,      6.5496,      6.4622,      3.9471,     10.9941,    574.5283,     75.1286,      0.0442,     14.6653,      6.1723,
  1999,     31.,      0.2573,      1.5570,      2.3728,     -2.5998,      0.0000,      0.2363,      0.2675,      0.0000,      0.3953,      0.0000,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    276.3120,  15842.3633,    391.6314,    258.8615,   1184.9210,    121.9668,   9917.3535,    901.5455,      5.5262,     45.2194,      6.5272,      6.4710,      3.9497,     11.0204,    574.5345,     75.1288,      0.0425,     11.3243,      6.1723,
  1999,     32.,      0.0000,      1.1907,      2.2211,     -2.6250,     15.4000,      0.1016,      0.0353,      6.7300,      0.4010,      0.0000,      0.0000,      0.0064,      0.0011,      0.0002,      0.0000,    275.9288,  15840.4414,    390.2924,    259.2908,   1185.7692,    122.0883,   9917.3643,    901.5467,      5.5186,     45.2139,      6.5049,      6.4817,      3.9525,     11.0450,    574.5404,     75.1289,      0.0392,      8.5389,      6.1723,
  1999,     33.,      0.8952,      1.1973,      2.2955,     -1.8453,      6.8000,      0.1698,      0.0811,      6.7697,      0.4009,      0.0034,      0.0000,      0.0064,      0.0011,      0.0002,      0.0000,    275.6087,  15838.6357,    389.0736,    259.6663,   1186.5823,    122.2137,   9917.3838,    901.5482,      5.5122,     45.2087,      6.4846,      6.4911,      3.9552,     11.0621,    574.5467,     75.1290,      0.0409,      6.8841,      6.1723,
  1999,     34.,      5.3065,      1.1918,      2.3527,      2.5759,      0.0000,      0.4387,      0.7262,      0.0000,      0.4001,      0.0028,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    275.2778,  15836.8096,    387.8378,    260.0035,   1187.3680,    122.3421,   9917.3926,    901.5497,      5.5056,     45.2035,      6.4640,      6.4995,      3.9579,     11.0828,    574.5528,     75.1291,      0.0418,      9.6655,      6.1723,
  1999,     35.,      6.2704,      1.8208,      2.4188,      3.2156,      2.6000,      0.4645,      0.8492,      1.1753,      0.4002,      0.0066,      0.0000,      0.0064,      0.0002,      0.0002,      0.0000,    275.0110,  15835.1084,    386.7337,    260.2970,   1188.1227,    122.4736,   9917.4053,    901.5511,      5.5002,     45.1986,      6.4456,      6.5069,      3.9604,     11.1014,    574.5593,     75.1292,      0.0415,     12.2140,      6.1723,
  1999,     36.,      4.6547,      1.8319,      2.3525,      1.6864,      0.0000,      0.5572,      1.0063,      0.0000,      0.3991,      0.0042,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    274.7030,  15833.3281,    385.5523,    260.6255,   1188.9091,    122.6011,   9917.4219,    901.5526,      5.4941,     45.1935,      6.4259,      6.5151,      3.9630,     11.1220,    574.5662,     75.1293,      0.0409,     12.9416,      6.1723,
  1999,     37.,      7.6016,      2.5642,      2.3528,      4.3434,      0.0000,      0.6342,      1.3728,      0.0000,      0.3978,      0.0105,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    274.5015,  15831.7627,    384.5906,    260.9506,   1189.6952,    122.7283,   9917.4424,    901.5540,      5.4900,     45.1891,      6.4098,      6.5232,      3.9656,     11.1388,    574.5728,     75.1295,      0.0377,     15.4016,      6.1723,
  1999,     38.,      7.2245,      2.9998,      2.4909,      3.6815,      0.0000,      0.4936,      1.0148,      0.0000,      0.3968,      0.0131,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    274.3422,  15830.2842,    383.7190,    261.1927,   1190.4154,    122.8623,   9917.4707,    901.5553,      5.4868,     45.1848,      6.3953,      6.5293,      3.9680,     11.1500,    574.5798,     75.1296,      0.0393,     16.6841,      6.1723,
  1999,     39.,      5.7254,      2.9210,      2.6039,      2.1002,      0.0000,      0.5911,      1.0935,      0.0000,      0.3956,      0.0117,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    274.1571,  15828.7578,    382.8015,    261.3673,   1191.0793,    123.0016,   9917.4980,    901.5567,      5.4831,     45.1805,      6.3800,      6.5336,      3.9702,     11.1612,    574.5873,     75.1297,      0.0437,     16.5343,      6.1723,
  1999,     40.,      6.6439,      2.9031,      2.4815,      3.1496,      0.0000,      0.3599,      0.6987,      0.0000,      0.3949,      0.0107,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    273.9553,  15827.1992,    381.8557,    261.6103,   1191.8016,    123.1335,   9917.5195,    901.5579,      5.4791,     45.1760,      6.3643,      6.5397,      3.9726,     11.1803,    574.5944,     75.1298,      0.0396,     17.2678,      6.1723,
  1999,     41.,      7.2730,      3.0665,      2.5927,      3.6357,      0.0000,      0.7759,      1.5026,      0.0000,      0.3934,      0.0116,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    273.7662,  15825.6846,    380.9412,    261.7865,   1192.4706,    123.2704,   9917.5400,    901.5588,      5.4753,     45.1716,      6.3490,      6.5441,      3.9749,     11.1924,    574.6018,     75.1299,      0.0430,     18.3421,      6.1723,
  1999,     42.,      7.6745,      3.3324,      2.5333,      3.9897,      0.0000,      0.5465,      1.1613,      0.0000,      0.3923,      0.0129,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    273.5984,  15824.2227,    380.0759,    261.9958,   1193.1683,    123.4033,   9917.5664,    901.5601,      5.4720,     45.1674,      6.3346,      6.5494,      3.9772,     11.2092,    574.6094,     75.1300,      0.0396,     19.2942,      6.1723,
  1999,     43.,     10.8573,      3.8958,      2.7874,      6.7140,      3.4000,      0.4617,      0.9394,      0.0000,      0.3936,      0.0168,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    273.4951,  15822.8916,    379.3434,    262.0547,   1193.7448,    123.5483,   9917.5938,    901.5611,      5.4699,     45.1635,      6.3224,      6.5508,      3.9791,     11.2148,    574.6177,     75.1301,      0.0467,     22.4241,      6.1723,
  1999,     44.,      0.4451,      2.3887,      2.5289,     -2.8182,      1.9000,      0.2917,      0.3088,      0.0000,      0.3945,      0.0000,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    273.1112,  15820.9932,    378.0464,    262.2584,   1194.4443,    123.6786,   9917.6211,    901.5624,      5.4622,     45.1580,      6.3008,      6.5559,      3.9814,     11.2424,    574.6254,     75.1302,      0.0453,     17.3574,      6.1723,
  1999,     45.,      1.5873,      1.9037,      2.2304,     -1.2454,      0.0000,      0.3207,      0.4453,      0.0000,      0.3940,      0.0000,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    272.7274,  15819.0947,    376.7539,    262.6315,   1195.2866,    123.7932,   9917.6406,    901.5634,      5.4545,     45.1525,      6.2792,      6.5653,      3.9843,     11.2692,    574.6325,     75.1303,      0.0406,     14.5351,      6.1723,
  1999,     46.,      4.8163,      2.1518,      2.1387,      1.9657,      0.0000,      0.5436,      1.0200,      0.0000,      0.3929,      0.0049,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    272.4262,  15817.3613,    375.6317,    263.0537,   1196.1729,    123.9031,   9917.6670,    901.5637,      5.4485,     45.1475,      6.2605,      6.5758,      3.9872,     11.2883,    574.6393,     75.1303,      0.0375,     14.7514,      6.1723,
  1999,     47.,      6.6919,      2.5390,      2.2159,      3.6090,      0.0000,      0.7041,      1.3941,      0.0000,      0.3915,      0.0083,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    272.1819,  15815.7451,    374.6297,    263.4275,   1197.0223,    124.0171,   9917.6914,    901.5644,      5.4436,     45.1428,      6.2438,      6.5852,      3.9900,     11.3024,    574.6465,     75.1303,      0.0369,     16.2048,      6.1723,
  1999,     48.,      8.0250,      3.1049,      2.3612,      4.5863,      0.0000,      0.4794,      1.0260,      0.0000,      0.3905,      0.0126,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    272.0086,  15814.2744,    373.7765,    263.7137,   1197.8025,    124.1383,   9917.7168,    901.5658,      5.4402,     45.1386,      6.2296,      6.5923,      3.9926,     11.3136,    574.6539,     75.1305,      0.0367,     18.0125,      6.1723,
  1999,     49.,      0.9679,      2.6596,      2.5090,     -2.4542,     17.4000,      0.2072,      0.0984,      1.6471,      0.4008,      0.0093,      0.0000,      0.0064,      0.0003,      0.0002,      0.0000,    271.7918,  15812.6943,    372.8145,    263.8978,   1198.5122,    124.2664,   9917.7500,    901.5673,      5.4358,     45.1340,      6.2136,      6.5969,      3.9950,     11.3232,    574.6619,     75.1306,      0.0432,     13.5397,      6.1723,
  1999,     50.,      0.1506,      1.4362,      2.3900,     -2.6864,     10.5000,      0.1945,      0.0957,      9.9399,      0.4010,      0.0000,      0.0000,      0.0064,      0.0018,      0.0002,      0.0000,    271.4193,  15810.7959,    371.5399,    264.1451,   1199.2787,    124.3878,   9917.7793,    901.5687,      5.4284,     45.1286,      6.1923,      6.6031,      3.9976,     11.3461,    574.6700,     75.1307,      0.0421,     10.3709,      6.1723,
  1999,     51.,      2.0483,      1.3242,      2.2638,     -0.6771,      0.0000,      0.3820,      0.4837,      0.0000,      0.4004,      0.0017,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    271.0759,  15808.9541,    370.3269,    264.4614,   1200.1057,    124.5025,   9917.8105,    901.5704,      5.4215,     45.1233,      6.1721,      6.6110,      4.0003,     11.3681,    574.6776,     75.1309,      0.0409,      9.4529,      6.1723,
  1999,     52.,      0.3767,      1.0121,      2.1961,     -2.1376,      0.0000,      0.3419,      0.3540,      0.0000,      0.4000,      0.0000,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    270.7038,  15807.0557,    369.0607,    264.8125,   1200.9647,    124.6136,   9917.8389,    901.5711,      5.4141,     45.1179,      6.1510,      6.6198,      4.0032,     11.3906,    574.6851,     75.1309,      0.0399,      7.4873,      6.1723,
  1999,     53.,      1.1014,      0.8440,      2.0429,     -1.0872,      0.0000,      0.3302,      0.3981,      0.0000,      0.3995,      0.0000,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    270.3314,  15805.1572,    367.7990,    265.2486,   1201.8960,    124.7170,   9917.8652,    901.5722,      5.4066,     45.1125,      6.1300,      6.6307,      4.0063,     11.4128,    574.6923,     75.1310,      0.0370,      6.7550,      6.1723,
  1999,     54.,      0.0000,      0.7200,      1.9186,     -1.9801,      0.0000,      0.2033,      0.1786,      0.0000,      0.3992,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    269.9587,  15803.2588,    366.5414,    265.7528,   1202.8845,    124.8144,   9917.8945,    901.5734,      5.3992,     45.1071,      6.1090,      6.6433,      4.0096,     11.4327,    574.6989,     75.1311,      0.0348,      5.2535,      6.1723,
  1999,     55.,      0.8251,      0.5991,      1.8748,     -1.0555,      0.2000,      0.2498,      0.2504,      0.0000,      0.3990,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    269.5866,  15801.3604,    365.2882,    266.2767,   1203.8940,    124.9101,   9917.9189,    901.5743,      5.3917,     45.1017,      6.0881,      6.6564,      4.0129,     11.4505,    574.7057,     75.1312,      0.0341,      4.8746,      6.1723,
  1999,     56.,      0.0000,      0.5224,      1.8647,     -1.8647,      0.1000,      0.1896,      0.1109,      0.0000,      0.3989,      0.0000,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    269.2146,  15799.4619,    364.0392,    266.8010,   1204.9088,    125.0058,   9917.9443,    901.5750,      5.3843,     45.0963,      6.0673,      6.6695,      4.0163,     11.4677,    574.7128,     75.1312,      0.0340,      3.8299,      6.1723,
  1999,     57.,      2.3335,      0.5383,      1.9024,      0.4087,      0.0000,      0.4460,      0.5904,      0.0000,      0.3982,      0.0002,      0.0000,      0.0064,      0.0000,      0.0001,      0.0000,    268.8456,  15797.5693,    362.8008,    267.2978,   1205.9055,    125.1037,   9917.9766,    901.5757,      5.3769,     45.0910,      6.0467,      6.6819,      4.0196,     11.4842,    574.7200,     75.1313,      0.0348,      5.0799,      6.1723,
