                              yr,doy,gpp_d,NPP_d,Rh_d,NEE_d,Precp,Evap,Transp,Runoff,SoilW,N_up,N_fix_d,N_dep_d,N_leach_d,N_vol_d,N_def,Q_L,Q_W,Q_R,Q_fine,Q_coarse,Q_M,Q_S,Q_P,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSC,NSN
  1998,    106.,     12.0692,      6.8775,      3.6628,      2.4131,      2.1000,      0.8288,      1.2144,      0.0000,      0.3965,      0.1299,      0.0000,      0.0064,      0.0000,      0.0001,      0.0764,    266.5100,  15782.5674,    349.7054,    274.7606,   1233.2327,    134.1189,   9907.8896,    900.9296,      5.3302,     45.0501,      5.8284,      6.8685,      4.1107,     11.5263,    573.0234,     75.0774,      0.0136,     72.7262,      6.0942,
  1998,    107.,     12.2525,      7.0886,      3.8775,      2.2185,     19.1000,      0.5562,      0.8766,     11.3221,      0.4007,      0.1364,      0.0000,      0.0064,      0.0009,      0.0001,      0.0913,    270.9403,  15783.5049,    351.3407,    274.0575,   1233.3048,    134.1981,   9908.0410,    900.9321,      5.4188,     45.0528,      5.8557,      6.8509,      4.1110,     11.4308,    573.0361,     75.0776,      0.0143,     75.1155,      6.0793,
  1998,    108.,      2.6971,      6.4469,      3.7654,     -6.9788,     11.2000,      0.2893,      0.1897,     10.2941,      0.4010,      0.1336,      0.0000,      0.0064,      0.0009,      0.0001,      0.1015,    275.2374,  15784.1846,    352.7139,    273.4347,   1233.4293,    134.2708,   9908.1855,    900.9346,      5.5047,     45.0547,      5.8786,      6.8354,      4.1114,     11.3397,    573.0480,     75.0778,      0.0127,     68.8371,      6.0691,
  1998,    109.,      8.4362,      6.6792,      3.6101,     -0.8637,      7.1000,      0.6086,      1.0189,      5.4816,      0.4010,      0.1261,      0.0000,      0.0064,      0.0004,      0.0001,      0.1179,    279.5062,  15784.8193,    354.0380,    272.9167,   1233.6263,    134.3371,   9908.3262,    900.9370,      5.5901,     45.0566,      5.9006,      6.8224,      4.1120,     11.2534,    573.0587,     75.0780,      0.0131,     67.9420,      6.0527,
  1998,    110.,     10.3736,      5.5264,      3.6186,      1.4782,      0.3000,      1.0009,      1.4082,      0.2499,      0.3994,      0.1225,      0.0000,      0.0064,      0.0000,      0.0001,      0.1198,    283.1843,  15785.1299,    355.0347,    272.4070,   1233.8186,    134.4005,   9908.4639,    900.9391,      5.6637,     45.0575,      5.9172,      6.8097,      4.1127,     11.1727,    573.0687,     75.0782,      0.0126,     70.8944,      6.0508,
  1998,    111.,      9.9192,      5.0479,      3.4657,      1.3502,      0.0000,      1.0723,      1.6240,      0.0000,      0.3976,      0.1064,      0.0000,      0.0064,      0.0000,      0.0001,      0.1209,    286.1965,  15785.2529,    355.8376,    271.9986,   1234.0826,    134.4585,   9908.5967,    900.9415,      5.7239,     45.0578,      5.9306,      6.7995,      4.1136,     11.1065,    573.0778,     75.0784,      0.0121,     74.0442,      6.0497,
  1998,    112.,      2.5820,      2.3879,      3.3446,     -4.4341,      1.8000,      0.3536,      0.2545,      0.0000,      0.3984,      0.0652,      0.0000,      0.0064,      0.0000,      0.0002,      0.1065,    287.4037,  15784.3086,    355.5750,    271.6693,   1234.4031,    134.5122,   9908.7285,    900.9437,      5.7481,     45.0552,      5.9262,      6.7912,      4.1146,     11.0608,    573.0863,     75.0786,      0.0311,     73.9488,      6.0641,
  1998,    113.,      9.0474,      4.2794,      3.3017,      1.0097,      5.9000,      0.7624,      1.0337,      0.2118,      0.4010,      0.0937,      0.0000,      0.0064,      0.0000,      0.0002,      0.1019,    289.7884,  15784.1689,    356.0687,    271.3660,   1234.7434,    134.5634,   9908.8594,    900.9457,      5.7958,     45.0548,      5.9345,      6.7836,      4.1158,     11.0118,    573.0944,     75.0788,      0.0246,     77.3627,      6.0687,
  1998,    114.,     10.7612,      5.4763,      3.3442,      1.9594,      0.3000,      1.2348,      1.7363,      0.2703,      0.3990,      0.1067,      0.0000,      0.0064,      0.0000,      0.0001,      0.1043,    292.6698,  15784.6699,    357.0393,    271.0450,   1235.0627,    134.6133,   9908.9873,    900.9478,      5.8534,     45.0562,      5.9507,      6.7756,      4.1168,     10.9571,    573.1021,     75.0789,      0.0118,     80.5720,      6.0663,
  1998,    115.,     10.3267,      7.6905,      3.4465,      0.2090,      0.0000,      1.5231,      2.0543,      0.0000,      0.3967,      0.1180,      0.0000,      0.0064,      0.0000,      0.0001,      0.1366,    296.7052,  15786.3252,    358.8897,    270.6815,   1235.3328,    134.6629,   9909.1240,    900.9503,      5.9341,     45.0610,      5.9815,      6.7665,      4.1177,     10.8796,    573.1096,     75.0791,      0.0122,     79.9189,      6.0341,
  1998,    116.,     10.7375,      7.9704,      3.5929,      0.5846,      0.0000,      1.5582,      2.2495,      0.0000,      0.3941,      0.1227,      0.0000,      0.0064,      0.0000,      0.0001,      0.1595,    300.5218,  15788.1182,    360.6861,    270.2511,   1235.5327,    134.7121,   9909.2656,    900.9527,      6.0104,     45.0661,      6.0114,      6.7558,      4.1184,     10.7998,    573.1167,     75.0793,      0.0127,     79.1084,      6.0111,
  1998,    117.,      6.6134,      4.6860,      3.6064,     -2.0320,      0.2000,      0.7045,      0.8430,      0.0000,      0.3932,      0.0784,      0.0000,      0.0064,      0.0000,      0.0002,      0.1701,    302.6411,  15788.5996,    361.3230,    269.8292,   1235.7258,    134.7589,   9909.4062,    900.9550,      6.0528,     45.0675,      6.0221,      6.7452,      4.1190,     10.7358,    573.1232,     75.0795,      0.0424,     79.3787,      6.0006,
  1998,    118.,      9.0520,      3.9412,      3.3200,      0.9973,      2.5000,      1.0767,      1.4329,      0.0000,      0.3932,      0.0879,      0.0000,      0.0064,      0.0000,      0.0002,      0.1541,    304.2045,  15788.7656,    361.6620,    269.5759,   1236.0544,    134.8002,   9909.5430,    900.9573,      6.0841,     45.0680,      6.0277,      6.7389,      4.1201,     10.7025,    573.1290,     75.0797,      0.0279,     83.1367,      6.0165,
  1998,    119.,      9.5657,      5.8233,      3.3511,      0.3969,      0.0000,      1.2032,      1.5758,      0.0000,      0.3914,      0.1065,      0.0000,      0.0064,      0.0000,      0.0001,      0.1504,    306.5195,  15790.0098,    362.7521,    269.3133,   1236.3672,    134.8404,   9909.6729,    900.9596,      6.1304,     45.0715,      6.0459,      6.7323,      4.1212,     10.6532,    573.1345,     75.0799,      0.0116,     84.4432,      6.0203,
  1998,    120.,     11.8197,      8.1117,      3.4735,      1.3098,      0.8000,      0.6764,      0.8488,      0.0000,      0.3909,      0.1171,      0.0000,      0.0064,      0.0000,      0.0001,      0.1747,    309.8055,  15792.6377,    364.7513,    268.9950,   1236.6215,    134.8804,   9909.8135,    900.9623,      6.1961,     45.0791,      6.0792,      6.7243,      4.1220,     10.5788,    573.1396,     75.0801,      0.0119,     84.4969,      5.9960,
  1998,    121.,     12.0000,      8.1405,      3.6336,      1.3283,      4.2000,      0.7885,      0.8023,      0.0000,      0.3926,      0.1221,      0.0000,      0.0064,      0.0000,      0.0001,      0.1914,    312.9182,  15795.4492,    366.7551,    268.5960,   1236.7992,    134.9200,   9909.9648,    900.9648,      6.2584,     45.0871,      6.1126,      6.7144,      4.1226,     10.5021,    573.1441,     75.0804,      0.0124,     84.7002,      5.9793,
  1998,    122.,     11.3922,      8.4639,      3.6695,      0.7456,      0.2000,      1.1233,      1.6056,      0.0000,      0.3909,      0.1236,      0.0000,      0.0064,      0.0000,      0.0001,      0.2033,    315.8792,  15798.3506,    368.7121,    268.1906,   1236.9590,    134.9578,   9910.1133,    900.9672,      6.3176,     45.0954,      6.1452,      6.7042,      4.1232,     10.4257,    573.1482,     75.0806,      0.0121,     83.6098,      5.9674,
  1998,    123.,      9.2946,      7.9493,      3.7114,     -1.3020,      0.8000,      1.3774,      1.5560,      0.0000,      0.3895,      0.1241,      0.0000,      0.0064,      0.0000,      0.0001,      0.2135,    318.8078,  15801.2217,    370.6259,    267.7776,   1237.0983,    134.9937,   9910.2598,    900.9695,      6.3762,     45.1036,      6.1771,      6.6939,      4.1236,     10.3493,    573.1517,     75.0807,      0.0124,     81.4519,      5.9572,
  1998,    124.,     11.8657,      7.8625,      3.7972,      1.2605,      0.0000,      1.1380,      1.4046,      0.0000,      0.3878,      0.1266,      0.0000,      0.0064,      0.0000,      0.0001,      0.2204,    321.7297,  15804.0420,    372.4987,    267.3312,   1237.1960,    135.0280,   9910.4189,    900.9717,      6.4346,     45.1117,      6.2083,      6.6827,      4.1239,     10.2723,    573.1545,     75.0809,      0.0126,     82.0289,      5.9503,
  1998,    125.,      9.9310,      7.1629,      3.7897,     -0.2949,      0.0000,      1.4694,      1.7363,      0.0000,      0.3857,      0.1157,      0.0000,      0.0064,      0.0000,      0.0001,      0.2268,    324.3621,  15806.4414,    374.0851,    266.9061,   1237.2976,    135.0597,   9910.5752,    900.9739,      6.4872,     45.1186,      6.2348,      6.6721,      4.1243,     10.1970,    573.1568,     75.0811,      0.0223,     81.7428,      5.9440,
  1998,    126.,     10.5324,      6.7330,      3.7472,      0.7958,      0.0000,      1.6167,      1.9686,      0.0000,      0.3833,      0.1256,      0.0000,      0.0064,      0.0000,      0.0001,      0.2106,    326.7052,  15808.3359,    375.3325,    266.5190,   1237.4208,    135.0889,   9910.7285,    900.9761,      6.5341,     45.1240,      6.2555,      6.6624,      4.1247,     10.1312,    573.1584,     75.0813,      0.0124,     82.5259,      5.9602,
  1998,    127.,     12.5407,      7.9914,      3.8521,      1.7839,      9.2000,      0.6488,      0.6021,      0.0000,      0.3886,      0.1269,      0.0000,      0.0064,      0.0000,      0.0001,      0.2183,    329.6088,  15811.2334,    377.2405,    266.0838,   1237.4930,    135.1165,   9910.8838,    900.9784,      6.5922,     45.1323,      6.2873,      6.6515,      4.1249,     10.0560,    573.1597,     75.0815,      0.0128,     83.5524,      5.9525,
  1998,    128.,     12.4335,      8.0947,      4.0503,      1.4086,      4.8000,      1.3010,      1.2724,      0.0000,      0.3901,      0.1333,      0.0000,      0.0064,      0.0000,      0.0001,      0.2205,    332.5167,  15814.1924,    379.1834,    265.5407,   1237.4703,    135.1428,   9911.0449,    900.9812,      6.6503,     45.1407,      6.3197,      6.6380,      4.1249,      9.9781,    573.1601,     75.0817,      0.0131,     84.2986,      5.9503,
  1998,    129.,     12.3752,      8.1098,      4.0424,      1.3417,      1.0000,      1.6930,      1.8194,      0.0000,      0.3884,      0.1326,      0.0000,      0.0064,      0.0000,      0.0001,      0.2207,    335.2797,  15817.1592,    381.1257,    265.0166,   1237.4503,    135.1661,   9911.2061,    900.9844,      6.7056,     45.1491,      6.3521,      6.6249,      4.1248,      9.9015,    573.1596,     75.0820,      0.0131,     84.8139,      5.9501,
  1998,    130.,     14.7823,      8.4527,      4.0210,      3.8128,     11.1000,      0.9268,      0.8172,      0.0000,      0.3946,      0.1317,      0.0000,      0.0064,      0.0000,      0.0001,      0.1562,    334.7995,  15820.0781,    383.0289,    264.5167,   1237.4398,    135.1865,   9911.3701,    900.9874,      6.6960,     45.1573,      6.3838,      6.6124,      4.1248,      9.8264,    573.1585,     75.0822,      0.0127,     83.7709,      6.0146,
  1998,    131.,     15.0240,      8.0227,      4.0558,      4.0258,     24.7000,      0.9434,      0.9604,     15.0454,      0.3998,      0.1313,      0.0000,      0.0064,      0.0011,      0.0001,      0.0922,    334.3399,  15822.9922,    384.9232,    263.9864,   1237.4116,    135.2041,   9911.5381,    900.9905,      6.6868,     45.1656,      6.4154,      6.5991,      4.1247,      9.7510,    573.1565,     75.0825,      0.0127,     83.8298,      6.0786,
  1998,    132.,     12.8903,      7.9571,      3.9666,      2.0047,      0.0000,      0.8759,      0.8911,      0.0000,      0.3986,      0.1291,      0.0000,      0.0064,      0.0000,      0.0001,      0.0298,    333.8791,  15825.8682,    386.7848,    263.5179,   1237.4253,    135.2188,   9911.6982,    900.9938,      6.6776,     45.1737,      6.4464,      6.5874,      4.1247,      9.6790,    573.1540,     75.0828,      0.0122,     81.8441,      6.1410,
  1998,    133.,     11.4470,      7.6755,      3.8625,      1.0787,      0.0000,      0.9100,      0.9272,      0.0000,      0.3974,      0.0942,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    333.4169,  15828.5605,    388.5275,    263.1189,   1237.4880,    135.2309,   9911.8555,    900.9965,      6.6683,     45.1814,      6.4755,      6.5774,      4.1249,      9.6221,    573.1511,     75.0830,      0.0301,     79.1099,      6.1708,
  1998,    134.,     11.2618,      7.8144,      3.9184,      1.3304,      0.0000,      1.6300,      1.7486,      0.0000,      0.3951,      0.0622,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    332.9522,  15831.0898,    390.1619,    262.6989,   1237.5242,    135.2411,   9912.0146,    900.9993,      6.6590,     45.1886,      6.5027,      6.5669,      4.1250,      9.6074,    573.1479,     75.0832,      0.0389,     76.1488,      6.1708,
  1998,    135.,      7.5992,      5.5701,      3.9835,     -1.3831,      0.0000,      2.0214,      2.2156,      0.0000,      0.3923,      0.0467,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    332.4835,  15832.5098,    391.0531,    262.2525,   1237.5304,    135.2492,   9912.1738,    901.0021,      6.6497,     45.1926,      6.5176,      6.5557,      4.1251,      9.6135,    573.1447,     75.0834,      0.0432,     73.1791,      6.1709,
  1998,    136.,      9.1998,      6.8976,      4.2303,     -0.5369,      0.6000,      1.9992,      1.9568,      0.0000,      0.3901,      0.0578,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    332.0106,  15834.7256,    392.4706,    261.6790,   1237.4176,    135.2553,   9912.3486,    901.0048,      6.6402,     45.1990,      6.5412,      6.5414,      4.1247,      9.6123,    573.1411,     75.0837,      0.0476,     69.9749,      6.1709,
  1998,    137.,     12.2985,      6.7735,      4.5429,      2.3554,      0.0000,      1.5804,      1.6995,      0.0000,      0.3879,      0.0568,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    331.5347,  15836.8682,    393.8337,    260.9411,   1237.1543,    135.2581,   9912.5352,    901.0079,      6.6307,     45.2051,      6.5639,      6.5230,      4.1238,      9.6169,    573.1371,     75.0839,      0.0520,     70.0998,      6.1709,
  1998,    138.,     10.0037,      6.6774,      4.5350,      0.1307,      0.0000,      2.0148,      2.3714,      0.0000,      0.3850,      0.0560,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    331.0545,  15838.9521,    395.1537,    260.2218,   1236.8937,    135.2568,   9912.7227,    901.0112,      6.6211,     45.2110,      6.5859,      6.5050,      4.1229,      9.6258,    573.1331,     75.0842,      0.0524,     68.0882,      6.1709,
  1998,    139.,      7.6413,      6.7048,      4.4845,     -1.9319,      0.0000,      2.1683,      2.6941,      0.0000,      0.3817,      0.0535,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    330.5693,  15840.8584,    396.3501,    259.5454,   1236.6558,    135.2518,   9912.9043,    901.0142,      6.6114,     45.2164,      6.6058,      6.4881,      4.1221,      9.6355,    573.1292,     75.0844,      0.0535,     63.6099,      6.1709,
  1998,    140.,     11.7008,      6.1440,      4.6470,      2.1640,      0.0000,      1.6013,      2.0392,      0.0000,      0.3793,      0.0515,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    330.0791,  15842.6221,    397.4487,    258.7917,   1236.3389,    135.2426,   9913.0977,    901.0176,      6.6016,     45.2215,      6.6241,      6.4692,      4.1211,      9.6479,    573.1253,     75.0847,      0.0562,     64.2769,      6.1709,
  1998,    141.,     10.8213,      6.2110,      4.7587,      1.1246,      0.4000,      1.8806,      2.0931,      0.0000,      0.3769,      0.0521,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    329.5846,  15844.4258,    398.5701,    257.9890,   1235.9674,    135.2290,   9913.2920,    901.0208,      6.5917,     45.2266,      6.6428,      6.4491,      4.1199,      9.6617,    573.1215,     75.0850,      0.0584,     63.9493,      6.1709,
  1998,    142.,     15.2377,      6.2804,      4.6528,      5.5696,      0.0000,      1.4651,      2.1972,      0.0000,      0.3745,      0.0526,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    329.0862,  15846.2725,    399.7155,    257.2592,   1235.6455,    135.2114,   9913.4814,    901.0244,      6.5817,     45.2319,      6.6619,      6.4309,      4.1188,      9.6784,    573.1177,     75.0853,      0.0549,     67.8913,      6.1709,
  1998,    143.,     15.8214,      6.6991,      4.5304,      5.8995,     18.0000,      0.7713,      0.5834,      0.0000,      0.3856,      0.0561,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    328.5989,  15848.3701,    401.0242,    256.5956,   1235.3812,    135.1907,   9913.6680,    901.0284,      6.5720,     45.2378,      6.6837,      6.4143,      4.1179,      9.6894,    573.1144,     75.0856,      0.0515,     71.6221,      6.1709,
  1998,    144.,     14.4275,      6.9213,      4.4572,      4.4206,      2.6000,      1.1021,      0.9692,      0.0000,      0.3859,      0.0580,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    328.1226,  15850.6006,    402.4172,    255.9708,   1235.1511,    135.1674,   9913.8574,    901.0311,      6.5625,     45.2442,      6.7070,      6.3987,      4.1171,      9.6949,    573.1111,     75.0859,      0.0505,     73.5787,      6.1709,
  1998,    145.,     12.2387,      7.3626,      4.7793,      1.9076,      0.0000,      2.0883,      1.7733,      0.0000,      0.3834,      0.0586,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    327.6441,  15852.8740,    403.8347,    255.1788,   1234.7649,    135.1389,   9914.0537,    901.0341,      6.5529,     45.2507,      6.7306,      6.3789,      4.1158,      9.6974,    573.1078,     75.0861,      0.0568,     72.5351,      6.1710,
  1998,    146.,     11.6947,      6.9367,      4.9849,      1.2068,      6.1000,      1.9406,      1.7712,      0.0000,      0.3849,      0.0581,      0.0000,      0.0064,      0.0000,      0.0007,      0.0000,    327.1644,  15855.1133,    405.2242,    254.2852,   1234.2787,    135.1045,   9914.2568,    901.0376,      6.5433,     45.2571,      6.7537,      6.3565,      4.1142,      9.7063,    573.1047,     75.0864,      0.0600,     71.7902,      6.1710,
  1998,    147.,     15.1899,      7.0264,      5.1461,      4.4720,      5.4000,      1.6215,      1.4549,      0.0000,      0.3865,      0.0589,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    326.6920,  15857.4072,    406.6446,    253.3073,   1233.7157,    135.0638,   9914.4678,    901.0411,      6.5338,     45.2636,      6.7774,      6.3321,      4.1123,      9.7177,    573.1028,     75.0867,      0.0624,     74.3818,      6.1710,
  1998,    148.,     14.8825,      7.2655,      5.1964,      3.9227,      0.0000,      1.4484,      1.5163,      0.0000,      0.3845,      0.0609,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    326.2173,  15859.8457,    408.1557,    252.3166,   1233.1271,    135.0173,   9914.6797,    901.0451,      6.5243,     45.2706,      6.8026,      6.3073,      4.1104,      9.7299,    573.1008,     75.0870,      0.0621,     76.2355,      6.1710,
  1998,    149.,     12.2693,      7.6194,      5.2210,      1.3159,      0.0000,      1.9932,      1.7542,      0.0000,      0.3820,      0.0607,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    325.7391,  15862.2666,    409.6508,    251.3289,   1232.5249,    134.9653,   9914.8916,    901.0486,      6.5148,     45.2775,      6.8275,      6.2826,      4.1084,      9.7406,    573.0989,     75.0873,      0.0637,     74.7718,      6.1710,
  1998,    150.,     12.3020,      7.1737,      5.4029,      1.2357,      0.0000,      2.0156,      1.7855,      0.0000,      0.3795,      0.0601,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    325.2564,  15864.6504,    411.1149,    250.2591,   1231.8330,    134.9056,   9915.1123,    901.0522,      6.5051,     45.2843,      6.8519,      6.2559,      4.1061,      9.7526,    573.0969,     75.0876,      0.0669,     74.2367,      6.1710,
  1998,    151.,     11.2573,      7.0931,      5.4207,      0.2375,      0.0000,      2.0953,      1.8924,      0.0000,      0.3768,      0.0594,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    324.7695,  15866.9834,    412.5418,    249.1975,   1231.1306,    134.8399,   9915.3320,    901.0558,      6.4954,     45.2909,      6.8757,      6.2293,      4.1037,      9.7672,    573.0950,     75.0879,      0.0680,     72.8019,      6.1710,
  1998,    152.,     10.8841,      6.9448,      5.5794,     -0.1678,      0.0000,      2.1895,      2.2142,      0.0000,      0.3739,      0.0582,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    324.2777,  15869.2285,    413.9048,    248.0682,   1230.3496,    134.7662,   9915.5527,    901.0593,      6.4856,     45.2973,      6.8984,      6.2011,      4.1011,      9.7837,    573.0931,     75.0882,      0.0705,     71.2687,      6.1710,
  1998,    153.,     12.3222,      6.8696,      5.4109,      1.4762,      0.4000,      1.9916,      1.8915,      0.0000,      0.3716,      0.0576,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    323.7811,  15871.4287,    415.2331,    247.0488,   1229.6482,    134.6891,   9915.7666,    901.0627,      6.4756,     45.3036,      6.9206,      6.1756,      4.0988,      9.8020,    573.0917,     75.0885,      0.0686,     71.2862,      6.1710,
  1998,    154.,     10.1115,      7.0428,      5.4635,     -0.6257,      7.7000,      2.2819,      2.1893,      0.0000,      0.3737,      0.0560,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    323.2821,  15873.5195,    416.4836,    246.0161,   1228.9191,    134.6060,   9915.9814,    901.0668,      6.4656,     45.3096,      6.9414,      6.1498,      4.0964,      9.8180,    573.0905,     75.0888,      0.0708,     68.7247,      6.1711,
  1998,    155.,     16.9237,      6.8250,      5.4112,      6.0991,     21.3000,      1.0907,      0.9360,      0.0000,      0.3866,      0.0572,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    322.8049,  15875.6934,    417.7852,    245.0025,   1228.2137,    134.5184,   9916.1914,    901.0704,      6.4561,     45.3158,      6.9631,      6.1245,      4.0940,      9.8370,    573.0893,     75.0891,      0.0678,     73.4100,      6.1711,
  1998,    156.,     17.2012,      7.2581,      5.3912,      6.0614,      2.3000,      0.9364,      0.9453,      0.0000,      0.3868,      0.0608,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    322.3383,  15878.1270,    419.2554,    244.0021,   1227.5161,    134.4265,   9916.3994,    901.0737,      6.4468,     45.3227,      6.9876,      6.0995,      4.0917,      9.8504,    573.0884,     75.0894,      0.0662,     77.6045,      6.1711,
  1998,    157.,     14.9788,      7.5224,      5.1679,      3.8065,     12.0000,      0.6419,      0.5676,      0.0000,      0.3940,      0.0630,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    321.8783,  15880.7178,    420.8261,    243.1276,   1226.9265,    134.3342,   9916.5996,    901.0774,      6.4376,     45.3301,      7.0138,      6.0776,      4.0897,      9.8620,    573.0878,     75.0897,      0.0603,     79.0564,      6.1711,
  1998,    158.,     11.8425,      5.9418,      4.7077,      1.8770,      1.1000,      1.4607,      1.8856,      0.0000,      0.3925,      0.0498,      0.0000,      0.0064,      0.0000,      0.0007,      0.0000,    321.4250,  15882.3604,    421.7598,    242.5035,   1226.5594,    134.2474,   9916.7822,    901.0804,      6.4285,     45.3347,      7.0293,      6.0620,      4.0885,      9.8731,    573.0862,     75.0900,      0.0613,     79.6993,      6.1711,
  1998,    159.,     11.1568,      6.1530,      4.4503,      1.5392,      0.0000,      1.7697,      2.0508,      0.0000,      0.3900,      0.0482,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    320.9683,  15883.8906,    422.6169,    242.0258,   1226.3162,    134.1641,   9916.9512,    901.0834,      6.4194,     45.3391,      7.0436,      6.0500,      4.0877,      9.8913,    573.0850,     75.0902,      0.0526,     79.1373,      6.1711,
  1998,    160.,     17.1382,      7.7209,      4.5660,      6.4186,      3.4000,      0.8293,      0.9685,      0.0000,      0.3911,      0.0647,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    320.5097,  15886.5996,    424.2554,    241.4966,   1226.0154,    134.0773,   9917.1289,    901.0869,      6.4102,     45.3468,      7.0709,      6.0368,      4.0867,      9.8876,    573.0838,     75.0905,      0.0509,     82.4010,      6.1711,
  1998,    161.,     15.0411,      7.9642,      4.7853,      3.9493,      8.1000,      1.3613,      1.1206,      0.0000,      0.3948,      0.0667,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    320.0587,  15889.4561,    425.9854,    240.8522,   1225.6067,    133.9848,   9917.3115,    901.0901,      6.4012,     45.3550,      7.0998,      6.0207,      4.0853,      9.8795,    573.0828,     75.0908,      0.0548,     83.1714,      6.1711,
  1998,    162.,     15.0226,      8.0459,      5.0936,      3.5860,      0.0000,      1.7407,      1.5001,      0.0000,      0.3927,      0.0674,      0.0000,      0.0064,      0.0000,      0.0007,      0.0000,    319.6083,  15892.3604,    427.7421,    240.0542,   1225.0470,    133.8838,   9917.4951,    901.0934,      6.3922,     45.3633,      7.1290,      6.0008,      4.0835,      9.8741,    573.0824,     75.0910,      0.0597,     83.8050,      6.1711,
  1998,    163.,     10.4606,      7.8878,      5.4490,     -1.1747,      0.0000,      2.3001,      1.8316,      0.0000,      0.3899,      0.0661,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    319.1541,  15895.1719,    429.4296,    239.0837,   1224.3126,    133.7721,   9917.6963,    901.0972,      6.3831,     45.3713,      7.1572,      5.9765,      4.0810,      9.8725,    573.0816,     75.0914,      0.0671,     80.1915,      6.1712,
  1998,    164.,     12.6662,      8.0226,      5.6170,      1.0650,      1.9000,      1.9593,      1.9421,      0.0000,      0.3886,      0.0639,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    318.6968,  15897.8232,    431.0050,    238.0412,   1223.4944,    133.6523,   9917.9053,    901.1010,      6.3739,     45.3788,      7.1834,      5.9504,      4.0783,      9.8799,    573.0809,     75.0917,      0.0700,     78.4500,      6.1712,
  1998,    165.,     12.4259,      7.4658,      5.4170,      1.1280,      0.5000,      2.0029,      2.2446,      0.0000,      0.3861,      0.0626,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    318.2366,  15900.3799,    432.5129,    237.1206,   1222.7715,    133.5327,   9918.1025,    901.1042,      6.3647,     45.3861,      7.2085,      5.9274,      4.0759,      9.8909,    573.0804,     75.0919,      0.0672,     77.5292,      6.1712,
  1998,    166.,     14.2093,      7.5119,      5.5167,      2.7900,     18.1000,      1.6485,      1.3811,      0.0000,      0.3961,      0.0630,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    317.7872,  15902.9648,    434.0341,    236.1491,   1221.9982,    133.4072,   9918.3037,    901.1078,      6.3557,     45.3935,      7.2339,      5.9031,      4.0733,      9.8971,    573.0804,     75.0922,      0.0699,     78.3240,      6.1712,
  1998,    167.,     11.0162,      7.4534,      5.7413,     -0.5555,      1.4000,      2.0549,      2.2954,      0.0000,      0.3941,      0.0625,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    317.3430,  15905.5146,    435.5265,    235.0681,   1221.1156,    133.2721,   9918.5127,    901.1121,      6.3469,     45.4008,      7.2588,      5.8761,      4.0703,      9.9056,    573.0800,     75.0926,      0.0739,     76.0564,      6.1712,
  1998,    168.,     10.7149,      7.2228,      5.7533,     -0.7016,      0.0000,      2.1088,      2.2336,      0.0000,      0.3912,      0.0605,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    316.8947,  15907.9258,    436.9218,    233.9991,   1220.2251,    133.1321,   9918.7168,    901.1163,      6.3379,     45.4077,      7.2820,      5.8494,      4.0674,      9.9192,    573.0797,     75.0929,      0.0744,     73.8853,      6.1712,
